# Wes Sander, MoltFire
pglib_opf_case500_goc: AC-OPF objective 454945.984555 $/h (verified feasible at 1e-06 pu)

gen  bus  Pg[MW]  Qg[MVAr]
 292  1.10000   -1.7206
 293  1.07898   -7.1859
 294  1.05379  -19.1513
 295  1.05941  -21.1163
 296  1.07135  -22.4416
 297  1.09141  -18.9757
 298  1.09104  -17.8336
 299  1.07965  -21.1163
 300  1.09218  -16.1543
 301  1.07965  -21.1163
 302  1.09272  -17.2973
 303  1.09915   -3.9818
 304  1.09337   -5.9145
 305  1.09920   -3.9227
 306  1.08495  -10.9323
 307  1.10000   -8.6683
 308  1.09974   -8.6888
 309  1.10000   -0.0000
 310  1.08404   -1.5715
 311  1.04762   -0.0000
 312  1.05534    2.8746
 313  1.06023    5.3670
 314  1.08683   -1.3858
 315  1.09863   -4.7676
 316  1.09973    4.3433
 317  1.08683   -1.3858
 318  1.09653    2.7003
 319  1.09677    1.8238
 320  1.08683   -1.3858
 321  1.08683   -1.3858
 322  1.05960   -6.7426
 323  1.08082   -6.9783
 324  1.05960   -6.7426
 325  1.06513   -4.2341
 326  1.06646   -3.5488
 327  1.05960   -6.7426
 328  1.06566   -4.4125
 329  1.06604   -4.1551
 330  1.07365  -10.3767
 331  1.07376  -10.3642
 332  1.08603   -7.0584
 333  1.08012   -9.5985
 334  1.09997   -3.8998
 335  1.08603   -7.0584
 336  1.07557    0.6384
 337  1.09434    2.2733
 338  1.08511    4.0971
 339  1.08769    3.8718
 340  1.07557    0.6384
 341  1.08897    5.2052
 342  1.05405  -19.0676
 343  1.05405  -19.0676
 344  1.04932  -12.7841
 345  1.05405  -19.0676
 346  1.08880   -2.4377
 347  1.05756   -7.1786
 348  1.08538   -7.8124
 349  1.05749   -7.2364
 350  1.09315   -5.1694
 351  1.08969   -7.1429
 352  1.09307   -5.1760
 353  1.06231  -19.1772
 354  1.06962  -14.0400
 355  1.06210  -19.2401
 356  1.08903   -7.9540
 357  1.06845  -12.6829
 358  1.09315   -7.1507
 359  1.09145   -0.8166
 360  1.05224   -8.9761
 361  1.04455  -11.6649
 362  1.05924   -8.6012
 363  1.06054   -8.4152
 364  1.05224   -8.9761
 365  1.06047   -6.3623
 366  1.08537   -3.0088
 367  1.10000   -0.2910
 368  1.10000   -0.8583
 369  1.02153   -3.0088
 370  1.08131   -6.8391
 371  1.08396   -5.0501
 372  1.08490   -4.3838
 373  1.08085   -6.9626
 374  1.09952   -9.3322
 375  1.09302   -6.2007
 376  1.09900   -9.3421
 377  1.10000    3.8324
 378  1.06635    7.0088
 379  1.07124    9.1481
 380  1.06993    8.8218
 381  1.06816    7.9841
 382  1.09030   -6.4687
 383  1.08985   -6.5056
 384  1.08888   -6.2872
 385  1.08897   -6.3020
 386  1.09149    0.3936
 387  1.09707   -1.7290
 388  1.09173    0.3159
 389  1.06318  -20.3816
 390  1.06213  -19.3840
 391  0.99176  -18.6973
 392  0.98329  -20.3816
 393  0.97764  -20.3816
 394  0.97764  -20.3816
 395  1.05298   -5.3143
 396  1.09092   -5.1104
 397  1.05237   -5.3561
 398  1.08626   -2.1572
 399  1.06628  -13.3602
 400  1.06488  -19.5239
 401  1.06488  -19.5239
 402  1.06902  -15.1983
 403  1.06476  -19.5566
 404  1.10000   -0.1799
 405  1.06830  -10.9887
 406  1.06756  -12.9464
 407  1.06504   -9.2951
 408  1.06713   -8.6670
 409  1.06752   -8.0538
 410  1.06703   -8.1568
 411  1.06763   -7.4927
 412  1.06663   -8.0007
 413  1.08545  -12.6710
 414  1.06253  -20.7898
 415  1.06930  -21.9796
 416  1.01799  -20.7898
 417  1.06799  -19.9425
 418  1.06253  -20.7898
 419  1.02322  -19.6219
 420  1.02315  -18.6082
 421  1.09045   -6.2678
 422  1.07768   -0.2398
 423  1.08307   -2.1573
 424  1.08230    1.9575
 425  1.09133   -0.2398
 426  1.06836    1.3213
 427  1.08357    1.5446
 428  1.09133   -0.2398
 429  1.09805   -1.4118
 430  1.09007   -3.6402
 431  1.06021    2.7355
 432  1.05682    2.0263
 433  1.06527    1.0733
 434  1.06181    1.6503
 435  1.09657   -1.9486
 436  1.08571   -4.5389
 437  1.01417   -1.9486
 438  1.01417   -1.9486
 439  1.03928    2.0768
 440  1.04324    2.0937
 441  1.08448  -11.7817
 442  1.06186  -29.1029
 443  1.06186  -29.1029
 444  1.03548  -25.7432
 445  1.06186  -29.1048
 446  1.05481   -7.7252
 447  1.06828  -10.2098
 448  1.05954   -5.5950
 449  1.05944   -5.4505
 450  0.98631   -4.8436
 451  0.99091   -5.9797
 452  0.99207   -5.2767
 453  1.06874  -11.9442
 454  1.09382   -5.3012
 455  1.09785   -7.8468
 456  1.02752   -0.1044
 457  1.04088   -2.7343
 458  1.03035   -0.8854
 459  1.03658   -2.0347
 460  1.09950   -1.3768
 461  1.09697   -5.1210
 462  1.05972    2.8630
 463  1.05897    2.4119
 464  1.05341   -1.3768
 465  1.08906   -7.8864
 466  1.09410   -3.9995
 467  1.08893   -7.9149
 468  1.06886   -6.1307
 469  1.09046   -9.2521
 470  1.06555   -4.3965
 471  1.06529   -5.4053
 472  1.09670    0.3067
 473  1.09635    0.2846
 474  1.09307   -9.7031
 475  1.09200   -8.0310
 476  1.08863   -5.3970
 477  1.09298   -9.7363
 478  1.08097   -9.6551
 479  1.03171   -8.3120
 480  1.07554  -11.7181
 481  1.03171   -8.3120
 482  1.03171   -8.3120
 483  1.02303   -6.1045
 484  1.02183   -6.5439
 485  1.03171   -8.3120
 486  1.09731   -4.9950
 487  1.08239  -11.2942
 488  1.09684   -5.1385
 489  1.06101  -12.6468
 490  1.06442  -30.4870
 491  1.06442  -30.4870
 492  1.06066  -25.8803
 493  1.07068  -21.7689
 494  1.06852  -23.3932
 495  1.05981  -26.0470
 496  1.05376   -7.8695
 497  1.08588  -10.1986
 498  1.05348   -7.9000
 499  1.06700  -13.1717
 500  1.06699  -13.1746
