# Wes Sander, MoltFire
pglib_opf_case793_goc: AC-OPF objective 260197.849930 $/h (verified feasible at 1e-06 pu)

gen  bus  Pg[MW]  Qg[MVAr]
  33  1.01101  -10.7554
  34  0.99024   -7.0061
  35  1.01360  -10.2822
  36  1.01101  -10.7554
  37  1.02738  -16.1204
  38  1.01134  -10.4284
  39  0.99657   -9.4694
  40  0.99650   -8.5368
  41  1.03386  -16.1791
  43  1.00479   -5.2191
  44  0.98910   -0.9179
  45  1.01101  -10.7554
  46  1.06000  -14.5720
  47  0.99773   -8.0776
  49  0.99024   -7.0061
  50  1.01198  -17.1786
  51  1.01722  -14.0492
  52  1.03342  -16.2127
  53  1.01599  -18.0067
  54  1.00589  -18.3936
  55  1.02804  -15.7260
  56  1.00692  -10.3882
  57  0.98633  -21.9352
  58  1.02499  -17.1021
  59  0.98942    0.0562
  60  1.00392  -12.3705
  61  1.00957  -17.7603
  62  1.01710  -17.9080
  63  1.05984  -14.4270
  64  0.98853    0.0529
  65  0.99565   -8.7250
  66  1.01327  -10.3699
  67  0.99486   -6.9144
  68  1.00771  -19.5059
  69  1.01367  -10.2672
  70  0.98326   -8.7902
  71  1.00397   -7.2755
  72  1.00969  -17.6708
  73  1.01676  -12.7740
  74  1.01210  -17.1333
  75  0.99910   -7.4607
  76  1.01831  -17.7886
  77  1.01602  -16.6643
  78  1.01538  -13.7550
  79  1.02708  -16.1908
  80  0.99377   -8.9351
  81  1.00185  -14.1265
  82  1.01596  -18.0106
  83  1.00942  -19.3073
  84  1.00713  -19.5656
  85  0.98626  -21.9430
  86  1.01625   -9.1830
  87  1.03323  -16.2135
  88  0.99738   -7.2449
  89  1.00217  -10.7277
  90  1.06000  -14.3449
  91  1.01004  -19.2068
  92  1.01509  -18.0201
  93  0.99301   -9.0926
  94  1.01891  -13.9516
  95  0.98003  -26.2546
  96  0.98000  -26.2599
  97  0.98576  -26.3689
  98  0.98589  -26.3746
  99  0.98358  -25.7460
 100  0.98371  -25.7726
 101  1.00419  -27.6894
 102  1.00710  -27.4791
 103  1.02713  -26.0165
 104  0.98845   13.2708
 105  0.98877   13.0214
 106  0.97360  -12.1330
 107  0.97370  -12.1344
 108  1.00487   18.2308
 109  1.02037  -26.4278
 110  0.97326  -12.1030
 111  0.97331  -12.1047
 112  0.97895  -15.7254
 113  0.97895  -15.7254
 114  0.97910  -15.7144
 115  1.02847  -26.4894
 116  1.03238  -26.4741
 117  1.03296  -26.4793
 118  1.02377  -26.2160
 119  1.02393  -26.2047
 120  1.02228  -26.4942
 121  1.02168  -26.3474
 122  1.02171  -26.3446
 123  1.02171  -26.3446
 124  1.02168  -26.3475
 125  1.02043  -26.4226
 126  1.02848  -26.4895
 127  0.96837  -11.1895
 128  0.96795  -11.1416
 129  0.96356   -2.8706
 130  0.96376   -2.8673
 131  0.97876  -15.7449
 132  1.03221  -26.4867
 133  1.02705  -25.6103
 134  0.97212  -28.3209
 135  1.01995  -26.4591
 136  1.02164  -26.3509
 137  0.98589   -0.7814
 138  0.96409    3.6479
 139  0.96410    3.6480
 140  0.97277  -12.0520
 141  0.97486  -11.6290
 142  1.03608  -26.5953
 143  1.03622  -26.5916
 144  1.02043  -26.4225
 145  1.04920  -27.0391
 146  0.97136  -12.8340
 147  0.97134  -12.8525
 148  1.05361  -26.2540
 149  1.05412  -26.2306
 150  1.02837  -26.4944
 151  0.95429   -3.8571
 152  1.02701  -26.0146
 153  1.03353  -26.5649
 154  1.03364  -26.5651
 155  0.97527  -12.1369
 156  0.97545  -12.1112
 157  0.97758  -12.8956
 158  0.97772  -12.8871
 159  0.98542  -10.3254
 160  0.98537  -10.3560
 161  1.02231  -26.3097
 162  1.02223  -26.3169
 163  0.97832  -11.2469
 164  0.97832  -11.2547
 165  0.97517  -12.1438
 166  0.97537  -12.1168
 167  1.03047  -26.2752
 168  1.03060  -26.2881
 169  0.99883   16.8073
 170  0.99896   16.8166
 171  0.97859  -11.1857
 172  0.97859  -11.2000
 173  0.97071   -2.1719
 174  0.97166   -2.1028
 175  1.04059  -26.4068
 176  1.04105  -26.3971
 177  1.02650  -26.4939
 178  1.02650  -26.4939
 179  0.97141    6.3813
 180  0.97095    6.6320
 181  0.96015   -9.1030
 182  0.96053   -9.1549
 183  0.95538   -6.4872
 184  1.03011  -26.3576
 185  1.03038  -26.3664
 186  1.03040  -26.3432
 187  1.03074  -26.3498
 188  0.95451   -5.0250
 189  0.95422   -4.9687
 190  0.98760  -14.9645
 191  1.02162  -26.4429
 192  1.02167  -26.4398
 193  1.02010  -26.4473
 194  1.02457  -25.9089
 195  1.02475  -25.8947
 196  0.98761  -14.9646
 197  1.02171  -26.3446
 198  1.02356  -26.5022
 199  1.02357  -26.5018
 200  0.97463  -12.1521
 201  0.97475  -12.1496
 202  0.97406  -12.1429
 203  0.97396  -12.1416
 204  0.97478  -12.0612
 205  0.97464  -12.0467
 206  0.97474  -12.1233
 207  0.97467  -12.1246
 208  0.96531  -14.0443
 209  1.03400  -26.5709
 210  1.03400  -26.5709
 211  1.03400  -26.5708
 212  1.01354   -3.3358
 213  1.02819   -1.0436
 214  1.00142   -6.4030
 215  1.00136   -6.4167
 216  1.01124   -3.7123
 217  1.01132   -3.6780
 218  1.01804   -4.3804
 219  1.01791   -4.3961
 220  1.03437  -10.5346
 221  1.01522   -3.1157
 222  1.03017   -0.8180
 223  1.02147    0.0000
 224  1.02127   -0.1748
 225  1.00681   -2.8076
 226  0.99282   -8.6293
 227  0.99293   -8.6385
 228  1.01271   -3.3657
 229  1.01265   -3.3671
 230  1.01566   -3.0836
 231  1.01566   -3.0847
 232  1.01020   -2.0973
 233  1.01035   -2.0759
 234  1.00484   -3.1242
 235  1.00387   -7.1595
 236  1.06000    0.9778
 237  1.01466   -4.7928
 238  1.00195   -9.9607
 239  1.01519   -4.7218
 240  1.01517   -4.7264
 241  1.01179  -17.4573
 242  1.00762   -3.2795
 243  1.00751   -3.3119
 244  1.02259   -0.8580
 245  1.02244   -0.8950
 246  1.04165    4.3940
 247  1.01208   -4.4344
 248  1.02199   -0.9644
 249  1.00272   -9.9043
 250  1.01758   -4.4455
 251  1.00700   -4.1939
 252  1.00693   -4.1769
 253  1.01412  -17.1399
 254  0.99226   -0.7543
 255  1.01758   -4.4454
 256  1.06000   -7.5240
 257  1.02271   -5.4888
 258  1.05542   -7.2481
 259  1.05515   -7.2354
 260  1.03158  -12.6492
 261  1.04629   -9.7860
 262  1.02214   -0.9503
 263  1.01429   -4.8532
 264  1.01429   -4.8526
 265  1.05197  -17.4587
 266  1.05411  -27.5343
 267  1.06000    6.4830
 268  1.06000  -15.3763
 269  1.03719  -25.8863
 270  1.04516  -26.5572
 271  1.04913  -26.5777
 272  1.06000  -25.9767
 273  1.04234  -26.7449
 274  1.05761  -27.3254
 275  1.06000  -26.9265
 276  1.03360  -31.0256
 277  1.05197  -17.4587
 278  1.03130  -31.1265
 279  1.03319  -31.3406
 280  1.04347  -23.9114
 281  1.04402  -26.3761
 282  1.03072  -31.4601
 283  1.03988  -19.5174
 284  1.03082  -31.7797
 285  1.05108  -26.9983
 286  1.03369  -22.1585
 287  1.04078  -26.2300
 288  1.06000  -20.9794
 289  1.01959  -32.5416
 290  1.03746  -26.6138
 291  1.02035  -18.9821
 292  1.03850  -26.1008
 293  1.05197  -17.4587
 294  1.02988  -30.9293
 295  1.04035  -29.6840
 296  1.05197  -17.4587
 297  1.03847  -25.5409
 298  1.06000  -24.7649
 299  1.04958  -26.4464
 300  1.04009  -24.8905
 301  1.04192  -25.3290
 302  1.04125  -27.0516
 303  1.02678  -22.9538
 304  1.04048  -25.1003
 305  1.05197  -17.4587
 306  1.04131  -25.3375
 307  1.01026  -16.7148
 308  1.03973  -19.7044
 309  1.03973  -19.7044
 310  1.04624  -29.0305
 311  1.03483  -31.4850
 312  1.00487   -1.4466
 313  1.05669  -17.2787
 314  1.05494  -27.2501
 315  1.03723  -31.5070
 316  1.03156  -31.4280
 317  1.02959  -29.4746
 318  1.04119  -26.0213
 319  1.04705  -30.1271
 320  1.03863  -20.5742
 321  1.02754  -31.2288
 322  1.05197  -17.4587
 323  1.01274  -17.9290
 324  1.03218  -27.6246
 325  1.03388  -24.1773
 326  1.05197  -17.4587
 327  1.03070  -31.0854
 328  1.03709  -20.7784
 329  1.02327  -23.5015
 330  1.02465  -31.7087
 331  0.98286   -8.3055
 332  1.01879  -32.2604
 333  1.04925  -26.5208
 334  1.04686  -29.8630
 335  1.05197  -17.4587
 336  1.02598  -31.7778
 337  1.02031  -32.2113
 338  1.05040  -27.9664
 339  1.05015  -27.9652
 340  1.04137  -26.6113
 341  1.05014  -27.9947
 342  1.03882  -20.5619
 343  1.04019  -25.7674
 344  1.02783  -31.2377
 345  1.05028  -26.4647
 346  1.04260  -26.3408
 347  1.03208  -22.5870
 348  1.05978  -25.4351
 349  1.05824  -26.6097
 350  1.03325  -31.5636
 351  1.03065  -23.4319
 352  1.04093  -17.4587
 353  1.02921  -20.1818
 354  1.03128  -31.2916
 355  0.99326   -5.4246
 356  1.00220   -4.1033
 357  1.00224   -4.0778
 358  1.02079   -5.5104
 359  1.02065   -5.5245
 360  1.01729   -6.3780
 361  1.05274   -1.4050
 362  1.05274   -1.4050
 363  1.05528   -3.6610
 364  1.01336   -4.0480
 365  1.02151   -4.9257
 366  1.02132   -4.9186
 367  1.05444   -5.5845
 368  1.01011   -5.3933
 369  1.01004   -5.3773
 370  1.01176   -5.5744
 371  1.01190   -5.5742
 372  0.97071   -0.7117
 373  0.98012  -10.4338
 374  0.97990  -10.4280
 375  0.96542   -0.3352
 376  0.97836  -15.1692
 377  1.03141   -6.7317
 378  1.03211   -6.3598
 379  1.02281   -6.5322
 380  0.97617  -13.0942
 381  1.02740   -6.7108
 382  0.97825  -10.9159
 383  0.97833  -10.8887
 384  0.98238   -7.8128
 385  0.98301   -7.6627
 386  0.98277  -10.6784
 387  0.97792  -10.9392
 388  1.05528   -3.6610
 389  0.97813  -10.8675
 390  1.00278  -15.3720
 391  0.96367    4.8058
 392  0.96316    4.0146
 393  0.97846  -10.7639
 395  0.98831   -5.7281
 396  0.98132  -12.6595
 397  1.02562   -6.6139
 398  1.03148   -6.4069
 399  0.97679   -9.3937
 400  0.97841  -10.1081
 401  0.97567  -13.1321
 402  0.98949   -8.1030
 403  0.99935  -13.5705
 404  0.99844  -11.5487
 405  0.97215   -5.4518
 406  1.00228   -8.3469
 407  1.00163   -8.3397
 408  0.98253   -7.4899
 409  0.98273   -7.5056
 410  0.98449   -7.7393
 411  0.97800  -10.9233
 412  0.97821  -10.8999
 413  0.98605  -10.5596
 414  0.98058   -8.2438
 415  0.97933   -8.2648
 416  0.95189    0.5009
 417  0.97511  -11.9087
 418  0.98133  -12.6580
 419  0.99014   -5.9436
 420  0.99013   -5.9369
 421  1.01916   -5.5294
 422  1.02963  -16.4348
 423  1.02474  -16.6114
 424  0.99489  -15.7287
 425  0.99459  -15.7305
 426  0.98978  -19.6352
 427  0.98993  -19.6356
 428  1.01676  -19.9699
 429  1.00803  -24.7708
 430  1.00760  -19.6190
 431  1.00258  -19.6715
 432  1.00243  -19.6740
 433  1.00791  -19.5985
 434  1.00774  -19.6042
 435  0.99028  -17.7410
 436  0.98704  -15.6857
 437  1.00388  -15.6998
 438  1.00974  -18.1121
 439  1.00975  -18.1344
 440  1.01356  -20.1890
 441  0.98073  -15.4372
 442  1.01129  -17.6931
 443  1.01522  -17.2802
 444  0.98847  -15.4529
 445  0.99625  -16.7376
 446  0.99625  -16.7376
 447  0.97917  -20.5167
 448  0.97919  -20.4742
 449  1.02035  -19.6004
 450  0.98702  -18.9157
 451  0.99112  -17.6283
 452  1.01380  -19.8797
 453  0.97594  -21.7872
 454  0.99628  -16.7285
 455  0.99611  -16.7830
 456  0.98849  -19.0463
 457  0.98858  -19.0326
 458  0.98764  -18.9473
 459  0.98797  -18.9570
 460  0.99876  -21.1773
 461  0.98412  -23.0291
 462  0.98493  -23.0681
 463  0.98839  -19.0603
 464  0.98610  -18.4863
 465  0.98588  -18.4404
 466  0.98903  -18.9792
 467  0.98602  -16.5511
 468  0.98588  -16.4981
 469  0.97578  -22.2689
 470  0.98482  -19.4896
 471  0.98483  -19.4326
 472  1.00803  -24.7708
 473  0.99080  -17.6992
 474  1.02096  -25.5452
 475  0.97466  -21.8821
 476  0.97464  -21.8851
 477  0.98430  -15.9628
 478  0.99188  -17.4698
 479  0.99176  -17.5197
 480  1.00705  -14.9543
 481  1.00967  -14.5244
 482  0.99199  -18.8774
 483  1.01165  -10.7711
 484  1.01005  -14.5030
 485  0.99954  -16.6608
 486  0.99928  -16.6967
 487  1.00056  -16.8987
 488  1.00675  -14.7884
 489  1.00884  -14.7224
 490  1.00382  -16.0590
 491  0.99184  -19.0010
 492  0.99170  -19.0181
 493  0.99194  -18.9850
 494  1.00682  -14.7678
 495  1.00198  -15.0089
 496  1.00178  -15.0347
 497  1.00656  -17.1320
 498  1.00306  -15.3747
 499  1.01692  -16.9230
 500  1.01681  -16.9408
 501  0.99219  -18.9593
 502  1.00451  -15.2935
 503  1.00258  -15.0243
 504  1.00231  -15.0430
 505  1.00178  -14.8598
 506  1.00152  -14.9012
 507  1.00695  -16.3622
 508  1.00690  -16.3685
 509  0.99830  -16.9899
 510  1.00271  -17.8815
 511  1.00231  -17.9106
 512  0.99587  -17.1374
 513  1.00196  -15.0335
 514  1.00768  -16.0358
 515  0.98915  -16.5134
 516  0.98900  -16.5385
 517  0.98932  -16.4866
 518  0.98915  -16.5134
 519  0.98915  -16.5134
 520  0.99004  -18.7061
 521  1.01320  -18.9281
 522  1.00394  -11.6999
 523  0.99568  -15.4541
 524  0.98342  -17.9498
 525  1.02127   -5.6631
 526  1.00932  -10.2330
 527  1.01388  -16.8959
 528  1.01254  -16.0562
 529  1.00411  -11.3597
 530  0.99185  -18.8235
 531  0.97983  -20.1512
 532  1.00444  -11.3078
 533  0.99377  -18.9627
 534  0.99348  -18.9867
 535  0.98000  -16.9155
 536  0.97981  -16.9355
 537  0.98018  -16.8974
 538  0.98000  -16.9155
 539  0.98000  -16.9155
 540  0.98158  -16.7310
 541  0.98139  -16.7382
 542  0.98379  -16.6591
 543  0.99911  -12.2344
 544  0.98591  -16.5219
 545  0.99881  -12.2694
 546  0.99985  -12.1420
 547  0.97743  -17.0762
 548  1.00371  -18.3481
 549  1.00948  -17.1159
 550  1.00923  -17.1537
 551  1.00921  -11.8967
 552  1.00861  -16.9294
 553  0.99991  -18.0002
 554  1.00945  -11.8498
 555  1.00115  -18.1289
 556  1.00119  -18.1266
 557  1.00821  -18.3981
 558  1.00820  -18.3990
 559  0.99211  -18.9516
 560  1.02199   -6.2039
 561  1.01238  -10.3625
 562  1.00660  -13.7578
 563  1.00777  -12.8629
 564  1.02199   -6.2039
 565  1.02199   -6.2039
 566  1.02199   -6.2039
 567  1.02199   -6.2039
 568  1.02199   -6.2039
 569  1.02807   -6.0394
 570  1.02199   -6.2039
 571  1.02847   -5.8651
 572  1.02199   -6.2039
 573  1.00593  -13.9045
 574  1.01424  -16.2741
 575  1.01424  -16.2741
 576  0.99243  -15.4384
 577  0.99243  -15.4384
 578  1.05023  -15.2017
 579  1.05047  -15.1800
 580  1.03244  -12.5507
 581  1.03251  -12.5379
 582  1.01101  -14.7326
 583  1.01101  -14.7326
 584  1.01137  -16.2477
 585  1.01129  -16.2467
 586  1.00597  -12.9745
 587  1.04005   -9.4656
 588  1.02230  -12.7124
 589  1.01218  -11.4286
 590  1.01230  -11.4425
 591  1.00528   -9.5796
 592  1.00542   -9.6033
 593  1.01149  -14.6071
 594  1.05995  -17.5049
 595  1.02226  -19.4731
 596  1.06000  -17.4713
 597  1.06000  -17.4713
 598  1.02532  -15.5655
 599  0.99438  -18.6587
 600  1.05596  -18.4013
 601  1.05955  -17.3010
 602  1.00324  -16.4685
 603  1.00332  -16.4600
 604  1.00418  -15.4965
 605  1.02535  -15.5042
 606  1.02541  -15.8877
 607  0.99426  -18.6647
 608  0.99346  -18.7175
 609  1.04562  -18.2264
 610  0.99222  -14.8070
 611  0.99128  -15.2485
 612  0.99873  -13.7350
 613  0.99868  -13.7480
 614  0.98422  -15.6819
 615  0.98820  -15.2376
 616  0.98282  -15.9907
 617  0.98353  -15.8781
 618  0.99454  -13.5826
 619  0.99741  -13.6944
 620  0.99439  -13.6164
 621  0.99695  -13.2305
 622  0.99030  -15.3970
 623  1.01501  -11.2049
 624  0.99571  -14.9883
 625  0.98873  -13.5170
 626  0.99053  -15.3780
 627  0.98901  -15.1452
 628  0.99032  -15.3955
 629  1.04005   -9.4656
 630  1.05177  -17.9621
 631  1.02103  -16.1143
 632  1.06000   -6.5958
 633  1.05974   -5.2479
 634  1.05594   -3.0355
 635  1.05591   -3.0213
 636  0.96897  -13.2089
 637  0.99026  -10.7275
 638  0.99029  -10.7265
 639  1.00438  -14.2479
 640  1.00440  -14.2378
 641  0.99097  -15.5248
 642  1.05794   -2.0625
 643  1.05629   -4.0088
 644  1.05638   -4.0247
 645  1.05924   -1.1693
 646  1.05935   -1.1935
 647  1.04515   -8.6128
 648  1.01477   21.2088
 649  0.97203   -3.1926
 650  0.97181   -3.1423
 651  0.97642  -11.5280
 652  1.06000   39.2898
 653  0.98073  -13.8685
 655  0.97931   -9.5210
 656  0.97682  -12.0060
 657  0.96391   -4.9586
 658  0.96380   -4.9381
 659  1.01992    4.5333
 660  1.01963    4.8404
 661  0.96258   -5.7061
 662  0.96350   -4.9850
 664  0.97761   -9.2707
 665  0.97569  -12.1283
 666  0.96516   -4.5866
 667  1.02324   28.8884
 668  1.02971   28.6588
 669  0.97767  -13.4959
 670  0.97696  -13.4335
 671  0.97719  -13.4746
 672  0.96684   -4.1945
 673  0.97774  -13.4101
 674  1.02256    9.1413
 675  0.97942  -13.9561
 676  0.96284   -6.1906
 677  0.98160    0.5377
 678  0.97427   -1.9090
 679  0.97882   -9.5587
 680  1.01538  -10.8686
 681  0.99970   26.9021
 682  1.05018   -7.5425
 683  1.04993   -7.5718
 684  1.00126   21.2590
 685  0.96353   -4.9713
 686  0.96430   -4.8346
 687  1.04960   -8.1349
 688  1.01996    3.6540
 689  0.99121    3.5436
 690  1.05942   27.4624
 691  0.96627   -6.8084
 692  0.97770   -9.2598
 693  1.01758    8.6070
 694  1.01834    8.5203
 695  1.05730   -2.5712
 696  1.00141  -27.5492
 697  0.98395  -26.4231
 698  0.98627  -26.5211
 699  1.00305  -25.8351
 700  1.00680  -24.6316
 701  1.00687  -24.6505
 702  1.00885  -25.3946
 703  1.00874  -25.3673
 704  1.00435  -25.9473
 705  1.00452  -25.9355
 706  1.00670  -25.9723
 707  1.00663  -25.9832
 708  1.00663  -25.9832
 709  1.00670  -25.9723
 710  1.00867  -25.4078
 711  1.02062  -25.5005
 712  1.02043  -25.5029
 713  1.00665  -25.9758
 714  1.02792  -26.2587
 715  1.02851  -26.2682
 716  1.00761  -24.4652
 717  1.00780  -24.5062
 718  1.01445  -22.4732
 719  1.00293  -25.8332
 720  1.00764  -24.0971
 721  1.00769  -24.0204
 722  1.01671  -25.8200
 723  1.01727  -25.8337
 724  1.00507  -25.9876
 725  1.00517  -25.9885
 726  1.00564  -24.2789
 727  1.00575  -24.2611
 728  1.01153  -25.4637
 729  1.01134  -25.4652
 730  1.01441  -22.4756
 731  1.01449  -22.4723
 732  1.00638  -25.5734
 733  1.00618  -25.5605
 734  1.00668  -25.5583
 735  1.00654  -25.5432
 736  1.00675  -24.9944
 737  1.00693  -24.9798
 738  1.01462  -22.4615
 739  1.03730  -26.5289
 740  1.03789  -26.5381
 741  1.00663  -25.9832
 742  1.02268  -25.4968
 743  1.02288  -25.4934
 744  1.01884  -25.9018
 745  1.01884  -25.9018
 746  1.01884  -25.9018
 747  1.01820  -27.3884
 748  0.98320  -26.3822
 749  0.98986  -26.6069
 750  1.03020  -24.5178
 751  1.03839  -24.5268
 752  1.03817  -24.5143
 753  1.03246  -23.6965
 754  1.03267  -23.7745
 755  1.02704  -25.0237
 756  1.02720  -25.0125
 757  1.02549  -25.4502
 758  1.02535  -25.4409
 759  1.02535  -25.4409
 760  1.02549  -25.4502
 761  1.03228  -23.7091
 762  1.01130  -25.4209
 763  1.01150  -25.3950
 764  1.02545  -25.4536
 765  1.04948  -18.7675
 766  1.04957  -18.6383
 767  1.04000  -24.5794
 768  1.03953  -24.5464
 769  1.05837  -25.2135
 770  1.03008  -24.5160
 771  1.04307  -24.8579
 772  1.04380  -24.8613
 773  1.03872  -21.5410
